## Master file format version 1.0           2001.08.21 CCT&NRV

                         1987 MULTI-AGENCY SCHEDULE

                     Last Updated - June 25, 2002 - CCT


  SESSION  SESSION DATE  DOY TIME  DUR       STATIONS               SKED CORR STATUS  PF   DBC  SUBM  DEL  MK4
    NAME     CODE  mondd ddd hh:mm hr                                         yymondd      CODE       days NUM
----------------------------------------------------------------------------------------------------------------
|INT87-001 |I87001|JAN01|1  |     |  |WfWz                         |NOAA|WASH|       |    |XU  |NASA|     |    |
|INT87-202 |I87202|JUL21|202|     |  |WfWz                         |NOAA|WASH|       |    |XU  |NASA|     |    |
|IRIS-P202 |IP7202|JUL21|202|     |  |GcHrRiKa                     |NOAA|WASH|       |    |XP  |NASA|     |    |
|IRIS-A411 |IA411 |JUL22|203|     |  |WfWzHr                       |NOAA|WASH|       |    |XI  |NASA|     |    |
|WEST-PAC1 |WPC871|JUL23|204|     |  |GcKuKaMoVbHc                 |NASA|HAYS|       |    |X   |NASA|     |    |
|INT87-204 |I87204|JUL23|204|     |  |WfWz                         |NOAA|WASH|       |    |XU  |NASA|     |    |
|INT87-205 |I87205|JUL24|205|     |  |WfWz                         |NOAA|WASH|       |    |XU  |NASA|     |    |
|INT87-206 |I87206|JUL25|206|     |  |WfWz                         |NOAA|WASH|       |    |XU  |NASA|     |    |
|CDP-87O   |CDP87O|JUL25|206|     |  |SnMoGcHc                     |NASA|HAYS|       |    |X   |NASA|     |    |
|INT87-207 |I87207|JUL26|207|     |  |WfWz                         |NOAA|WASH|       |    |XU  |NASA|     |    |
|IRIS-A412 |IA412 |JUL27|208|     |  |WfHrWz                       |NOAA|WASH|       |    |XI  |NASA|     |    |
|REFRAME-1 |FRM871|JUL28|209|     |  |GcHcMd                       |NRL |WASH|       |    |X   |NASA|     |    |
|INT87-210 |I87210|JUL29|210|     |  |WfWz                         |NOAA|WASH|       |    |XU  |NASA|     |    |
|INT87-211 |I87211|JUL30|211|     |  |WfWz                         |NOAA|WASH|       |    |XU  |NASA|     |    |
|INT87-212 |I87212|JUL31|212|     |  |WfWz                         |NOAA|WASH|       |    |XU  |NASA|     |    |
----------------------------------------------------------------------------------------------------------------
|EAST-PAC2 |EPC872|AUG01|213|     |  |GcMoHcVbKuKa                 |NASA|HAYS|       |    |X   |NASA|     |    |
|IRIS-A413 |IA413 |AUG01|213|     |  |WfWzHr                       |NOAA|WASH|       |    |XI  |NASA|     |    |
|INT87-213 |I87213|AUG01|213|     |  |WfWz                         |NOAA|WASH|       |    |XU  |NASA|     |    |
|BERM-1    |BRM871|AUG02|214|     |  |RiBeWf                       |NASA|HAYS|       |    |XM  |NASA|     |    |
|REFRAME-2 |FRM872|AUG03|215|     |  |HcMdGc                       |NRL |WASH|       |    |XN  |NASA|     |    |
|INT87-216 |I87216|AUG04|216|     |  |WfWz                         |NOAA|WASH|       |    |XU  |NASA|     |    |
|BERM-2    |BRM872|AUG04|216|     |  |WfBeRiMd                     |NASA|HAYS|       |    |XM  |NASA|     |    |
|INT87-217 |I87217|AUG05|217|     |  |WfWz                         |NOAA|WASH|       |    |XU  |NASA|     |    |
|BERM-3    |BRM873|AUG05|217|     |  |WfRiBeMd                     |NASA|HAYS|       |    |XM  |NASA|     |    |
|IRIS-A414 |IA414 |AUG06|218|     |  |WfWzHr                       |NOAA|WASH|       |    |XI  |NASA|     |    |
|INT87-218 |I87218|AUG06|218|     |  |WfWz                         |NOAA|WASH|       |    |XU  |NASA|     |    |
|CDP-87P   |CDP87P|AUG07|219|     |  |YaHcGc                       |NASA|HAYS|       |    |X   |NASA|     |    |
|INT87-220 |I87220|AUG08|220|     |  |WfWz                         |NOAA|WASH|       |    |XU  |NASA|     |    |
|BERM-4    |BRM874|AUG08|220|     |  |RiMdWfBe                     |NASA|HAYS|       |    |XM  |NASA|     |    |
|WEST-PAC2 |WPC872|AUG09|221|     |  |GcHcKuKaVb                   |NASA|HAYS|       |    |X   |NASA|     |    |
|INT87-221 |I87221|AUG09|221|     |  |WfWz                         |NOAA|WASH|       |    |XU  |NASA|     |    |
|INT87-222 |I87222|AUG10|222|     |  |WfWz                         |NOAA|WASH|       |    |XU  |NASA|     |    |
|IRIS-A415 |IA415 |AUG11|223|     |  |WfHrWz                       |NOAA|WASH|       |    |XI  |NASA|     |    |
|INT87-223 |I87223|AUG11|223|     |  |WfWz                         |NOAA|WASH|       |    |XU  |NASA|     |    |
|REFRAME-3 |FRM873|AUG11|223|     |  |HcMdGc                       |NRL |WASH|       |    |X   |NASA|     |    |
|INT87-225 |I87225|AUG13|225|     |  |WfWz                         |NOAA|WASH|       |    |XU  |NASA|     |    |
|CDP-87PB  |CD87PB|AUG13|225|     |  |GcMoYaHc                     |NASA|HAYS|       |    |X   |NASA|     |    |
|CDP-87PC  |CD87PC|AUG14|226|     |  |GcYaMoHc                     |NASA|HAYS|       |    |X   |NASA|     |    |
|INT87-227 |I87227|AUG15|227|     |  |WfWz                         |NOAA|WASH|       |    |XU  |NASA|     |    |
|REFRAME-4 |FRM874|AUG15|227|     |  |GcMdHc                       |NRL |WASH|       |    |XN  |NASA|     |    |
|IRIS-A416 |IA416 |AUG16|228|     |  |WfWzHr                       |NOAA|WASH|       |    |XI  |NASA|     |    |
|INT87-228 |I87228|AUG16|228|     |  |WfWz                         |NOAA|WASH|       |    |XU  |NASA|     |    |
|INT87-230 |I87230|AUG18|230|     |  |WfWz                         |NOAA|WASH|       |    |XU  |NASA|     |    |
|INT87-231 |I87231|AUG19|231|     |  |WfWz                         |NOAA|WASH|       |    |XU  |NASA|     |    |
|NCMN-3    |NCM873|AUG19|231|     |  |HrBoWf                       |NASA|HAYS|       |    |XM  |NASA|     |    |
|INT87-232 |I87232|AUG20|232|     |  |WfWz                         |NOAA|WASH|       |    |XU  |NASA|     |    |
|CDP-87QA  |CD87QA|AUG20|232|     |  |GcSoMo                       |NASA|HAYS|       |    |X   |NASA|     |    |
|IRIS-A417 |IA417 |AUG21|233|     |  |WfHrWz                       |NOAA|WASH|       |    |XI  |NASA|     |    |
|INT87-233 |I87233|AUG21|233|     |  |WfWz                         |NOAA|WASH|       |    |XU  |NASA|     |    |
|CDP-87QB  |CD87QB|AUG21|233|     |  |GcSoMo                       |NASA|HAYS|       |    |X   |NASA|     |    |
|ATD-8     |ATD878|AUG22|234|     |  |WfMoHrGc                     |NASA|HAYS|       |    |X   |NASA|     |    |
|INT87-235 |I87235|AUG23|235|     |  |WfWz                         |NOAA|WASH|       |    |XU  |NASA|     |    |
|INT87-236 |I87236|AUG24|236|     |  |WfWz                         |NOAA|WASH|       |    |XU  |NASA|     |    |
|NCMN-4    |NCM874|AUG24|236|     |  |HrRiLeWf                     |NASA|HAYS|       |    |XM  |NASA|     |    |
|TRANS-ATL4|XAT874|AUG25|237|     |  |WfWzOn                       |NASA|HAYS|       |    |X   |NASA|     |    |
|INT87-237 |I87237|AUG25|237|     |  |WfWz                         |NOAA|WASH|       |    |XU  |NASA|     |    |
|IRIS-A418 |IA418 |AUG26|238|     |  |WfWzOnRiHr                   |NOAA|WASH|       |    |XI  |NASA|     |    |
|INT87-238 |I87238|AUG26|238|     |  |WfWz                         |NOAA|WASH|       |    |XU  |NASA|     |    |
|IRIS-P239 |IP7239|AUG27|239|     |  |RiHrGcKa                     |NOAA|WASH|       |    |XP  |NASA|     |    |
|INT87-240 |I87240|AUG28|240|     |  |WfWz                         |NOAA|WASH|       |    |XU  |NASA|     |    |
|INT87-241 |I87241|AUG29|241|     |  |WfWz                         |NOAA|WASH|       |    |XU  |NASA|     |    |
|INT87-242 |I87242|AUG30|242|     |  |WfWz                         |NOAA|WASH|       |    |XU  |NASA|     |    |
|IRIS-A419 |IA419 |AUG31|243|     |  |WfHrWzRi                     |NOAA|WASH|       |    |XI  |NASA|     |    |
|INT87-243 |I87243|AUG31|243|     |  |WfWz                         |NOAA|WASH|       |    |XU  |NASA|     |    |
----------------------------------------------------------------------------------------------------------------
|INT87-247 |I87247|SEP04|247|     |  |WfWz                         |NOAA|WASH|       |    |XU  |NASA|     |    |
|IRIS-A420 |IA420 |SEP05|248|     |  |WfWzHrRi                     |NOAA|WASH|       |    |XI  |NASA|     |    |
|INT87-248 |I87248|SEP05|248|     |  |WfWz                         |NOAA|WASH|       |    |XU  |NASA|     |    |
|INT87-250 |I87250|SEP07|250|     |  |WfWz                         |NOAA|WASH|       |    |XU  |NASA|     |    |
|IRIS-A421 |IA421 |SEP10|253|     |  |WfHrWzRi                     |NOAA|WASH|       |    |XI  |NASA|     |    |
|INT87-253 |I87253|SEP10|253|     |  |WfWz                         |NOAA|WASH|       |    |XU  |NASA|     |    |
|ATD-9     |ATD879|SEP11|254|     |  |GcWfMoHr                     |NASA|HAYS|       |    |X   |NASA|     |    |
|INT87-255 |I87255|SEP12|255|     |  |WfWz                         |NOAA|WASH|       |    |XU  |NASA|     |    |
|INT87-256 |I87256|SEP13|256|     |  |WfWz                         |NOAA|WASH|       |    |XU  |NASA|     |    |
|INT87-257 |I87257|SEP14|257|     |  |WfWz                         |NOAA|WASH|       |    |XU  |NASA|     |    |
|IRIS-A422 |IA422 |SEP15|258|     |  |WzOnWfHrRi                   |NOAA|BONN|       |    |XI  |NASA|     |    |
|INT87-258 |I87258|SEP15|258|     |  |WfWz                         |NOAA|WASH|       |    |XU  |NASA|     |    |
|TRANS-ATL5|XAT875|SEP16|259|     |  |WfOnWz                       |NASA|HAYS|       |    |X   |NASA|     |    |
|INT87-260 |I87260|SEP17|260|     |  |WfWz                         |NOAA|WASH|       |    |XU  |NASA|     |    |
|INT87-261 |I87261|SEP18|261|     |  |WfWz                         |NOAA|WASH|       |    |XU  |NASA|     |    |
|INT87-262 |I87262|SEP19|262|     |  |WfWz                         |NOAA|WASH|       |    |XU  |NASA|     |    |
|IRIS-A423 |IA423 |SEP20|263|     |  |WfHrWz                       |NOAA|WASH|       |    |XI  |NASA|     |    |
|INT87-263 |I87263|SEP20|263|     |  |WfWz                         |NOAA|WASH|       |    |XU  |NASA|     |    |
|INT87-265 |I87265|SEP22|265|     |  |WfWz                         |NOAA|WASH|       |    |XU  |NASA|     |    |
|TRANS-PAC6|XPC876|SEP23|266|     |  |GcKuKa                       |NASA|HAYS|       |    |X   |NASA|     |    |
|INT87-267 |I87267|SEP24|267|     |  |WfWz                         |NOAA|WASH|       |    |XU  |NASA|     |    |
|IRIS-A424 |IA424 |SEP25|268|     |  |WfHrWzRi                     |NOAA|WASH|       |    |XI  |NASA|     |    |
|INT87-268 |I87268|SEP25|268|     |  |WfWz                         |NOAA|WASH|       |    |XU  |NASA|     |    |
|IRIS-P269 |IP7269|SEP26|269|     |  |GcHrKaRi                     |NOAA|WASH|       |    |XP  |NASA|     |    |
|INT87-270 |I87270|SEP27|270|     |  |WfWz                         |NOAA|WASH|       |    |XU  |NASA|     |    |
|INT87-271 |I87271|SEP28|271|     |  |WfWz                         |NOAA|WASH|       |    |XU  |NASA|     |    |
|INT87-272 |I87272|SEP29|272|     |  |WfWz                         |NOAA|WASH|       |    |XU  |NASA|     |    |
|IRIS-A425 |IA425 |SEP30|273|     |  |WfHrWz                       |NOAA|WASH|       |    |XI  |NASA|     |    |
|INT87-273 |I87273|SEP30|273|     |  |WfWz                         |NOAA|WASH|       |    |XU  |NASA|     |    |
----------------------------------------------------------------------------------------------------------------
|INT87-275 |I87275|OCT02|275|     |  |WfWz                         |NOAA|WASH|       |    |XU  |NASA|     |    |
|INT87-276 |I87276|OCT03|276|     |  |WfWz                         |NOAA|WASH|       |    |XU  |NASA|     |    |
|INT87-277 |I87277|OCT04|277|     |  |WfWz                         |NOAA|WASH|       |    |XU  |NASA|     |    |
|IRIS-A426 |IA4260|OCT05|278|     |  |HrWzWf                       |NOAA|BONN|       |    |XI  |NASA|     |    |
|INT87-280 |I87280|OCT07|280|     |  |WfWz                         |NOAA|WASH|       |    |XU  |NASA|     |    |
|INT87-281 |I87281|OCT08|281|     |  |WfWz                         |NOAA|WASH|       |    |XU  |NASA|     |    |
|IRIS-A427 |IA427 |OCT10|283|     |  |HrWzRiWf                     |NOAA|WASH|       |    |XI  |NASA|     |    |
|INT87-283 |I87283|OCT10|283|     |  |WfWz                         |NOAA|WASH|       |    |XU  |NASA|     |    |
|INT87-285 |I87285|OCT12|285|     |  |WfWz                         |NOAA|WASH|       |    |XU  |NASA|     |    |
|INT87-286 |I87286|OCT13|286|     |  |WfWz                         |NOAA|WASH|       |    |XU  |NASA|     |    |
|INT87-287 |I87287|OCT14|287|     |  |WfWz                         |NOAA|WASH|       |    |XU  |NASA|     |    |
|IRIS-A428 |IA428 |OCT15|288|     |  |WfHrRiWzOn                   |NOAA|WASH|       |    |XI  |NASA|     |    |
|INT87-288 |I87288|OCT15|288|     |  |WfWz                         |NOAA|WASH|       |    |XU  |NASA|     |    |
|CDP-87R   |CDP87R|OCT15|288|     |  |PbMoOoVb                     |NASA|HAYS|       |    |X   |NASA|     |    |
|NORTH-ATL3|NAT873|OCT16|289|     |  |WfOoMoHrOnWz                 |NASA|HAYS|       |    |X   |NASA|     |    |
|INT87-289 |I87289|OCT16|289|     |  |WfWz                         |NOAA|WASH|       |    |XU  |NASA|     |    |
|INT87-290 |I87290|OCT17|290|     |  |WfWz                         |NOAA|WASH|       |    |XU  |NASA|     |    |
|INT87-291 |I87291|OCT18|291|     |  |WfWz                         |NOAA|WASH|       |    |XU  |NASA|     |    |
|CDP-87S   |CDP87S|OCT18|291|     |  |MoHrOoFoJ1HcVb               |NASA|HAYS|       |    |X   |NASA|     |    |
|NORTH-PAC2|NPC872|OCT19|292|     |  |GcMoHcKuKaVb                 |NASA|HAYS|       |    |X   |NASA|     |    |
|INT87-292 |I87292|OCT19|292|     |  |WfWz                         |NOAA|WASH|       |    |XU  |NASA|     |    |
|IRIS-A429 |IA429 |OCT20|293|     |  |WfHrRiWz                     |NOAA|WASH|       |    |XI  |NASA|     |    |
|INT87-294 |I87294|OCT21|294|     |  |WfWz                         |NOAA|WASH|       |    |XU  |NASA|     |    |
|IRIS-P294 |IP7294|OCT21|294|     |  |GcHrRiKa                     |NOAA|WASH|       |    |XP  |NASA|     |    |
|CDP-87T   |CDP87T|OCT21|294|     |  |MoVbBbOoPfHc                 |NASA|HAYS|       |    |X   |NASA|     |    |
|ATD-10    |AT8710|OCT22|295|     |  |GcMoWfHr                     |NASA|HAYS|       |    |X   |NASA|     |    |
|INT87-295 |I87295|OCT22|295|     |  |WfWz                         |NOAA|WASH|       |    |XU  |NASA|     |    |
|INT87-296 |I87296|OCT23|296|     |  |WfWz                         |NOAA|WASH|       |    |XU  |NASA|     |    |
|CDP-87U   |CDP87U|OCT24|297|     |  |VbPrMoYuHcOo                 |NASA|HAYS|       |    |X   |NASA|     |    |
|IRIS-A430 |IA430 |OCT25|298|     |  |HrRiWzWf                     |NOAA|WASH|       |    |XI  |NASA|     |    |
|INT87-299 |I87299|OCT26|299|     |  |WfWz                         |NOAA|WASH|       |    |XU  |NASA|     |    |
|INT87-300 |I87300|OCT27|300|     |  |WfWz                         |NOAA|WASH|       |    |XU  |NASA|     |    |
|PHSEDLY-HQ|PD87HQ|OCT27|300|     |  |MoQuOoHc                     |NASA|HAYS|       |    |X   |NASA|     |    |
|INT87-301 |I87301|OCT28|301|     |  |WfWz                         |NOAA|WASH|       |    |XU  |NASA|     |    |
|CDP-87V   |CDP87V|OCT28|301|     |  |VbMeMoQuOoHr                 |NASA|HAYS|       |    |X   |NASA|     |    |
|INT87-302 |I87302|OCT29|302|     |  |WfWz                         |NOAA|WASH|       |    |XU  |NASA|     |    |
|REFRAME-6 |FRM876|OCT29|302|     |  |GcMd                         |NRL |WASH|       |    |XN  |NASA|     |    |
|IRIS-A431 |IA431 |OCT30|303|     |  |WfWzHrRi                     |NOAA|WASH|       |    |XI  |NASA|     |    |
|NAPS-D    |NAP87D|OCT31|304|     |  |WfHrMoOoGc                   |NASA|HAYS|       |    |X   |NASA|     |    |
|INT87-304 |I87304|OCT31|304|     |  |WfWz                         |NOAA|WASH|       |    |XU  |NASA|     |    |
----------------------------------------------------------------------------------------------------------------
|INT87-305 |I87305|NOV01|305|     |  |WfWz                         |NOAA|WASH|       |    |XU  |NASA|     |    |
|MO-TIES   |MOTIE1|NOV01|305|     |  |OoMqOrGvMo15                 |NASA|HAYS|       |    |X   |NASA|     |    |
|INT87-306 |I87306|NOV02|306|     |  |WfWz                         |NOAA|WASH|       |    |XU  |NASA|     |    |
|TRANS-ATL6|XAT876|NOV03|307|     |  |WfOnWz                       |NASA|HAYS|       |    |X   |NASA|     |    |
|INT87-307 |I87307|NOV03|307|     |  |WfWz                         |NOAA|WASH|       |    |XU  |NASA|     |    |
|IRIS-A432 |IA432 |NOV04|308|     |  |WfHrWzOnRi                   |NOAA|BONN|       |    |XI  |NASA|     |    |
|POLAR-2   |POL872|NOV05|309|     |  |WfWzGcKaOn                   |NASA|HAYS|       |    |X   |NASA|     |    |
|INT87-309 |I87309|NOV05|309|     |  |WfWz                         |NOAA|WASH|       |    |XU  |NASA|     |    |
|INT87-310 |I87310|NOV06|310|     |  |WfWz                         |NOAA|WASH|       |    |XU  |NASA|     |    |
|DSN-1     |DSN871|NOV07|311|     |  |15Ro                         |JPL |HAYS|       |    |D   |NASA|     |    |
|INT87-311 |I87311|NOV07|311|     |  |WfWz                         |NOAA|WASH|       |    |XU  |NASA|     |    |
|INT87-312 |I87312|NOV08|312|     |  |WfWz                         |NOAA|WASH|       |    |XU  |NASA|     |    |
|IRIS-A433 |IA433 |NOV09|313|     |  |WfWzHrRi                     |NOAA|WASH|       |    |XI  |NASA|     |    |
|ATD-11    |AT8711|NOV10|314|     |  |GcMoWf                       |NASA|HAYS|       |    |X   |NASA|     |    |
|INT87-314 |I87314|NOV10|314|     |  |WfWz                         |NOAA|WASH|       |    |XU  |NASA|     |    |
|INT87-315 |I87315|NOV11|315|     |  |WfWz                         |NOAA|WASH|       |    |XU  |NASA|     |    |
|INT87-316 |I87316|NOV12|316|     |  |WfWz                         |NOAA|WASH|       |    |XU  |NASA|     |    |
|INT87-317 |I87317|NOV13|317|     |  |WfWz                         |NOAA|WASH|       |    |XU  |NASA|     |    |
|IRIS-A434 |IA434 |NOV14|318|     |  |WfWzHrRi                     |NOAA|WASH|       |    |XI  |NASA|     |    |
|INT87-319 |I87319|NOV15|319|     |  |WfWz                         |NOAA|WASH|       |    |XU  |NASA|     |    |
|INT87-321 |I87321|NOV17|321|     |  |WfWz                         |NOAA|WASH|       |    |XU  |NASA|     |    |
|GSI-2     |GSI872|NOV18|322|     |  |KaTj                         |GSI |HAYS|       |    |DX  |NASA|     |    |
|INT87-322 |I87322|NOV18|322|     |  |WfWz                         |NOAA|WASH|       |    |XU  |NASA|     |    |
|IRIS-A435 |IA435 |NOV19|323|     |  |WfWzHrRi                     |NOAA|WASH|       |    |XI  |NASA|     |    |
|INT87-324 |I87324|NOV20|324|     |  |WfWz                         |NOAA|WASH|       |    |XU  |NASA|     |    |
|INT87-325 |I87325|NOV21|325|     |  |WfWz                         |NOAA|WASH|       |    |XU  |NASA|     |    |
|INT87-326 |I87326|NOV22|326|     |  |WfWz                         |NOAA|WASH|       |    |XU  |NASA|     |    |
|TRANS-PAC7|XPC877|NOV23|327|     |  |GcKuKa                       |NASA|HAYS|       |    |X   |NASA|     |    |
|INT87-327 |I87327|NOV23|327|     |  |WfWz                         |NOAA|WASH|       |    |XU  |NASA|     |    |
|IRIS-A436 |IA436 |NOV24|328|     |  |WfHrWz                       |NOAA|WASH|       |    |XI  |NASA|     |    |
|GSI-3     |GSI873|NOV25|329|     |  |KaTj                         |GSI |HAYS|       |    |DX  |NASA|     |    |
|INT87-329 |I87329|NOV25|329|     |  |WfWz                         |NOAA|WASH|       |    |XU  |NASA|     |    |
|INT87-331 |I87331|NOV27|331|     |  |WfWz                         |NOAA|WASH|       |    |XU  |NASA|     |    |
|INT87-332 |I87332|NOV28|332|     |  |WfWz                         |NOAA|WASH|       |    |XU  |NASA|     |    |
|IRIS-A437 |IA437 |NOV29|333|     |  |WfHrRiWz                     |NOAA|WASH|       |    |XI  |NASA|     |    |
|INT87-334 |I87334|NOV30|334|     |  |WfWz                         |NOAA|WASH|       |    |XU  |NASA|     |    |
|IRIS-P334 |IP7334|NOV30|334|     |  |KaGcHrRi                     |NOAA|WASH|       |    |XP  |NASA|     |    |
----------------------------------------------------------------------------------------------------------------
|INT87-335 |I87335|DEC01|335|     |  |WfWz                         |NOAA|WASH|       |    |XU  |NASA|     |    |
|INT87-336 |I87336|DEC02|336|     |  |WfWz                         |NOAA|WASH|       |    |XU  |NASA|     |    |
|INT87-337 |I87337|DEC03|337|     |  |WfWz                         |NOAA|WASH|       |    |XU  |NASA|     |    |
|IRIS-A438 |IA438 |DEC04|338|     |  |WfRiWzHr                     |NOAA|WASH|       |    |XI  |NASA|     |    |
|INT87-339 |I87339|DEC05|339|     |  |WfWz                         |NOAA|WASH|       |    |XU  |NASA|     |    |
|CDP-87W   |CDP87W|DEC05|339|     |  |MoYuHrMe                     |NASA|HAYS|       |    |X   |NASA|     |    |
|INT87-340 |I87340|DEC06|340|     |  |WfWz                         |NOAA|WASH|       |    |XU  |NASA|     |    |
|TRANS-PAC8|XPC878|DEC07|341|     |  |GcKaKu                       |NASA|HAYS|       |    |X   |NASA|     |    |
|INT87-341 |I87341|DEC07|341|     |  |WfWz                         |NOAA|WASH|       |    |XU  |NASA|     |    |
|TRANS-ATL7|XAT877|DEC08|342|     |  |OnWzMcWf                     |NASA|HAYS|       |    |XA  |NASA|     |    |
|INT87-342 |I87342|DEC08|342|     |  |WfWz                         |NOAA|WASH|       |    |XU  |NASA|     |    |
|CDP-87X   |CDP87X|DEC08|342|     |  |MoVbPnPv                     |NASA|HAYS|       |    |X   |NASA|     |    |
|IRIS-A439 |IA439 |DEC09|343|     |  |OnRiMcHrWfWz                 |NOAA|BONN|       |    |XI  |NASA|     |    |
|INT87-343 |I87343|DEC09|343|     |  |WfWz                         |NOAA|WASH|       |    |XU  |NASA|     |    |
|INT87-345 |I87345|DEC11|345|     |  |WfWz                         |NOAA|WASH|       |    |XU  |NASA|     |    |
|CDP-87Y   |CDP87Y|DEC11|345|     |  |MoDmSpVb                     |NASA|HAYS|       |    |X   |NASA|     |    |
|INT87-346 |I87346|DEC12|346|     |  |WfWz                         |NOAA|WASH|       |    |XU  |NASA|     |    |
|INT87-347 |I87347|DEC13|347|     |  |WfWz                         |NOAA|WASH|       |    |XU  |NASA|     |    |
|IRIS-A440 |IA440 |DEC14|348|     |  |HrRiWfWz                     |NOAA|WASH|       |    |XI  |NASA|     |    |
|INT87-348 |I87348|DEC14|348|     |  |WfWz                         |NOAA|WASH|       |    |XU  |NASA|     |    |
|CDP-87Z   |CDP87Z|DEC14|348|     |  |MoPbJ1Vb                     |NASA|HAYS|       |    |X   |NASA|     |    |
|ATD-12    |AT8712|DEC15|349|     |  |WfMoGc                       |NASA|HAYS|       |    |X   |NASA|     |    |
|INT87-351 |I87351|DEC17|351|     |  |WfWz                         |NOAA|WASH|       |    |XU  |NASA|     |    |
|IRIS-S13  |IS8713|DEC18|352|     |  |WfHhRiMc                     |NOAA|BONN|       |    |XH  |NASA|     |    |
|IRIS-A441 |IA441 |DEC19|353|     |  |HrRiWf                       |NOAA|WASH|       |    |XI  |NASA|     |    |
|INT87-353 |I87353|DEC19|353|     |  |WfWz                         |NOAA|WASH|       |    |XU  |NASA|     |    |
|IRIS-P354 |IP7354|DEC20|354|     |  |KaGcHrRi                     |NOAA|WASH|       |    |XP  |NASA|     |    |
|IRIS-S14  |IS8714|DEC21|355|     |  |WfHhWzRi                     |BONN|BONN|       |    |XH  |NASA|     |    |
|IRIS-A442 |IA442 |DEC23|357|     |  |WfHrWzRi                     |NOAA|WASH|       |    |XI  |NASA|     |    |
|INT87-360 |I87360|DEC26|360|     |  |WfWz                         |NOAA|WASH|       |    |XU  |NASA|     |    |
|INT87-361 |I87361|DEC27|361|     |  |WfWz                         |NOAA|WASH|       |    |XU  |NASA|     |    |
|INT87-362 |I87362|DEC28|362|     |  |WfWz                         |NOAA|WASH|       |    |XU  |NASA|     |    |
|IRIS-A443 |IA443 |DEC29|363|     |  |WfWzRiHr                     |NOAA|WASH|       |    |XI  |NASA|     |    |
|INT87-363 |I87363|DEC29|363|     |  |WfWz                         |NOAA|WASH|       |    |XU  |NASA|     |    |
|INT87-365 |I87365|DEC31|365|     |  |WfWz                         |NOAA|WASH|       |    |XU  |NASA|     |    |
----------------------------------------------------------------------------------------------------------------
## Master file format version 1.0           2001.08.21 CCT&NRV
