## Master file format version 1.0           2001.08.21 CCT&NRV

                         1989 MULTI-AGENCY SCHEDULE

                     Last Updated - November 14, 2003 - CCT


  SESSION  SESSION DATE  DOY TIME  DUR       STATIONS               SKED CORR STATUS  PF   DBC  SUBM  DEL  MK4
    NAME     CODE  mondd ddd hh:mm hr                                         yymondd      CODE       days NUM
----------------------------------------------------------------------------------------------------------------
|INT89-001 |I89001|JAN01|1  |     |  |WfWz                         |NOAA|WASH|       |    |XU  |NASA|     |    |
|NAVNET23  |NAVY23|JUN04|155|     |  |G3GcKuMdRi                   |USNO|WASH|       |    |XO  |NASA|     |    |
|INT89-156 |I89156|JUN05|156|     |  |WfWz                         |NOAA|WASH|       |    |XU  |NASA|     |    |
|INT89-157 |I89157|JUN06|157|     |  |WfWz                         |NOAA|WASH|       |    |XU  |NASA|     |    |
|IRIS-A548 |IA548 |JUN06|157|     |  |HrRiWfWz                     |NOAA|WASH|       |    |XI  |NASA|     |    |
|REFRAME-28|FR8928|JUN07|158|     |  |45KaKu                       |NRL |WASH|       |    |XN  |NASA|     |    |
|INT89-161 |I89161|JUN10|161|     |  |WfWz                         |NOAA|WASH|       |    |XU  |NASA|     |    |
|PPM-E1    |PM89E1|JUN10|161|     |  |GcKaKuMoVb                   |NASA|HAYS|       |    |X   |NASA|     |    |
|INT89-162 |I89162|JUN11|162|     |  |WfWz                         |NOAA|WASH|       |    |XU  |NASA|     |    |
|IRIS-A549 |IA549 |JUN11|162|     |  |HrRiWfWz                     |NOAA|WASH|       |    |XI  |NASA|     |    |
|NAVINT-6  |NNT896|JUN11|162|     |  |G3GcKu                       |USNO|WASH|       |    |XJ  |NASA|     |    |
|NAVNET24  |NAVY24|JUN11|162|     |  |G3GcKu                       |USNO|WASH|       |    |XO  |NASA|     |    |
|INT89-164 |I89164|JUN13|164|     |  |WfWz                         |NOAA|WASH|       |    |XU  |NASA|     |    |
|INT89-165 |I89165|JUN14|165|     |  |WfWz                         |NOAA|WASH|       |    |XU  |NASA|     |    |
|INT89-166 |I89166|JUN15|166|     |  |WfWz                         |NOAA|WASH|       |    |XU  |NASA|     |    |
|INT89-167 |I89167|JUN16|167|     |  |WfWz                         |NOAA|WASH|       |    |XU  |NASA|     |    |
|IRIS-A550 |IA550 |JUN16|167|     |  |HrRiWfWz                     |NOAA|WASH|       |    |XI  |NASA|     |    |
|INT89-169 |I89169|JUN18|169|     |  |WfWz                         |NOAA|WASH|       |    |XU  |NASA|     |    |
|INT89-170 |I89170|JUN19|170|     |  |WfWz                         |NOAA|WASH|       |    |XU  |NASA|     |    |
|INT89-171 |I89171|JUN20|171|     |  |WfWz                         |NOAA|WASH|       |    |XU  |NASA|     |    |
|NAVNET25  |NAVY25|JUN20|171|     |  |G3GcMdRi                     |USNO|WASH|       |    |XO  |NASA|     |    |
|INT89-172 |I89172|JUN21|172|     |  |WfWz                         |NOAA|WASH|       |    |XU  |NASA|     |    |
|IRIS-A551 |IA551 |JUN21|172|     |  |HgMoNtRiWfWz                 |NOAA|WASH|       |    |XM  |NASA|     |    |
|IRIS-P27  |IP8927|JUN22|173|     |  |GcHrKaRi                     |NOAA|WASH|       |    |XP  |NASA|     |    |
|HOHNFRG-1A|EUR1A1|JUN23|174|     |  |HgNtWz                       |NOAA|WASH|       |    |XM  |NASA|     |    |
|INT89-174 |I89174|JUN23|174|     |  |WfWz                         |NOAA|WASH|       |    |XU  |NASA|     |    |
|HOHNFRG-1B|EUR1A2|JUN24|175|     |  |HgNtWz                       |NOAA|WASH|       |    |XM  |NASA|     |    |
|INT89-175 |I89175|JUN24|175|     |  |WfWz                         |NOAA|WASH|       |    |XU  |NASA|     |    |
|HOHNFRG-2 |EUR1B |JUN25|176|     |  |HgNtWz                       |NOAA|WASH|       |    |XM  |NASA|     |    |
|INT89-176 |I89176|JUN25|176|     |  |WfWz                         |NOAA|WASH|       |    |XU  |NASA|     |    |
|INT89-177 |I89177|JUN26|177|     |  |WfWz                         |NOAA|WASH|       |    |XU  |NASA|     |    |
|IRIS-A552 |IA552 |JUN26|177|     |  |HgMoNtRiWfWz                 |NOAA|WASH|       |    |XM  |NASA|     |    |
|NAVNET26  |NAVY26|JUN27|178|     |  |G3GcMdRi                     |USNO|WASH|       |    |XO  |NASA|     |    |
|INT89-179 |I89179|JUN28|179|     |  |WfWz                         |NOAA|WASH|       |    |XU  |NASA|     |    |
|INT89-180 |I89180|JUN29|180|     |  |WfWz                         |NOAA|WASH|       |    |XU  |NASA|     |    |
|INT89-181 |I89181|JUN30|181|     |  |WfWz                         |NOAA|WASH|       |    |XU  |NASA|     |    |
----------------------------------------------------------------------------------------------------------------
|IRIS-A553 |IA553 |JUL01|182|     |  |MoRiWfWz                     |NOAA|WASH|       |    |XI  |NASA|     |    |
|INT89-183 |I89183|JUL02|183|     |  |WfWz                         |NOAA|WASH|       |    |XU  |NASA|     |    |
|NAVNET27  |NAVY27|JUL02|183|     |  |G3GcRi                       |USNO|WASH|       |    |XO  |NASA|     |    |
|INT89-184 |I89184|JUL03|184|     |  |WfWz                         |NOAA|WASH|       |    |XU  |NASA|     |    |
|CDP-89L1  |CD89L1|JUL05|186|     |  |GcKoMoWf                     |NASA|HAYS|       |    |X   |NASA|     |    |
|METSOVI-1 |EUR2A |JUL05|186|     |  |MhOnWz                       |NOAA|WASH|       |    |XM  |NASA|     |    |
|CDP-89L2  |CD89L2|JUL06|187|     |  |GcHrHsKo                     |NASA|HAYS|       |    |X   |NASA|     |    |
|IRIS-A554 |IA554 |JUL06|187|     |  |MhMoOnRiWfWz                 |NOAA|WASH|       |    |XM  |NASA|     |    |
|CDP-89L3  |CD89L3|JUL07|188|     |  |GcKoMoWf                     |NASA|HAYS|       |    |X   |NASA|     |    |
|INT89-189 |I89189|JUL08|189|     |  |WfWz                         |NOAA|WASH|       |    |XU  |NASA|     |    |
|METSOVI-2A|EUR2B1|JUL08|189|     |  |MhOnWz                       |NOAA|WASH|       |    |XM  |NASA|     |    |
|PPM-W2    |PM89W2|JUL08|189|     |  |GcKaKuMoVb                   |NASA|HAYS|       |    |X   |NASA|     |    |
|INT89-190 |I89190|JUL09|190|     |  |WfWz                         |NOAA|WASH|       |    |XU  |NASA|     |    |
|METSOVI-2B|EUR2B2|JUL09|190|     |  |MhOnWz                       |NOAA|WASH|       |    |XM  |NASA|     |    |
|NAVNET28  |NAVY28|JUL09|190|     |  |G3GcKuMoNtRi                 |USNO|WASH|       |    |XO  |NASA|     |    |
|DSN-4     |DSN894|JUL10|191|     |  |1545                         |JPL |HAYS|       |    |D   |NASA|     |    |
|INT89-191 |I89191|JUL10|191|     |  |WfWz                         |NOAA|WASH|       |    |XU  |NASA|     |    |
|IRIS-A555 |IA555 |JUL11|192|     |  |MhMoOnRiWfWz                 |NOAA|WASH|       |    |XM  |NASA|     |    |
|INT89-193 |I89193|JUL12|193|     |  |WfWz                         |NOAA|WASH|       |    |XU  |NASA|     |    |
|CDP-89M1  |CD89M1|JUL13|194|     |  |GcMoSnWf                     |NASA|HAYS|       |    |X   |NASA|     |    |
|INT89-194 |I89194|JUL13|194|     |  |WfWz                         |NOAA|WASH|       |    |XU  |NASA|     |    |
|CDP-89M2  |CD89M2|JUL14|195|     |  |GcMoSnWf                     |NASA|HAYS|       |    |X   |NASA|     |    |
|INT89-195 |I89195|JUL14|195|     |  |WfWz                         |NOAA|WASH|       |    |XU  |NASA|     |    |
|CDP-89M3  |CD89M3|JUL15|196|     |  |GcMoSnWf                     |NASA|HAYS|       |    |X   |NASA|     |    |
|INT89-196 |I89196|JUL15|196|     |  |WfWz                         |NOAA|WASH|       |    |XU  |NASA|     |    |
|IRIS-A556 |IA556 |JUL16|197|     |  |MoRiWfWz                     |NOAA|WASH|       |    |XI  |NASA|     |    |
|INT89-198 |I89198|JUL17|198|     |  |WfWz                         |NOAA|WASH|       |    |XU  |NASA|     |    |
|NAVNET29  |NAVY29|JUL18|199|     |  |G3GcMdNt                     |USNO|WASH|       |    |XO  |NASA|     |    |
|INT89-201 |I89201|JUL20|201|     |  |WfWz                         |NOAA|WASH|       |    |XU  |NASA|     |    |
|IRIS-A557 |IA557 |JUL21|202|     |  |MoOnRiWfWz                   |NOAA|WASH|       |    |XI  |NASA|     |    |
|INT89-203 |I89203|JUL22|203|     |  |WfWz                         |NOAA|WASH|       |    |XU  |NASA|     |    |
|INT89-204 |I89204|JUL23|204|     |  |WfWz                         |NOAA|WASH|       |    |XU  |NASA|     |    |
|NAVNET30  |NAVY30|JUL23|204|     |  |G3GcMdRi                     |USNO|WASH|       |    |XO  |NASA|     |    |
|CDP-89N1  |CD89N1|JUL24|205|     |  |GcMoWfYa                     |NASA|HAYS|       |    |X   |NASA|     |    |
|CRL-1     |CRL891|JUL24|205|     |  |KaMrSh                       |CRL |CRL |       |    |XY  |NASA|     |    |
|INT89-205 |I89205|JUL24|205|     |  |WfWz                         |NOAA|WASH|       |    |XU  |NASA|     |    |
|CDP-89N2  |CD89N2|JUL25|206|     |  |GcMoWfYa                     |NASA|HAYS|       |    |X   |NASA|     |    |
|INT89-206 |I89206|JUL25|206|     |  |WfWz                         |NOAA|WASH|       |    |XU  |NASA|     |    |
|CDP-89N3  |CD89N3|JUL26|207|     |  |15GcHsYa                     |NASA|HAYS|       |    |X   |NASA|     |    |
|IRIS-A558 |IA558 |JUL26|207|     |  |MoRiWfWz                     |NOAA|WASH|       |    |XI  |NASA|     |    |
|IRIS-P28  |IP8928|JUL27|208|     |  |GcKaMoRi                     |NOAA|WASH|       |    |XP  |NASA|     |    |
|INT89-209 |I89209|JUL28|209|     |  |WfWz                         |NOAA|WASH|       |    |XU  |NASA|     |    |
|INT89-210 |I89210|JUL29|210|     |  |WfWz                         |NOAA|WASH|       |    |XU  |NASA|     |    |
|R&D-3     |RD893 |JUL29|210|     |  |GcHsMoPtWf                   |NASA|HAYS|       |    |X   |NASA|     |    |
|INT89-211 |I89211|JUL30|211|     |  |WfWz                         |NOAA|WASH|       |    |XU  |NASA|     |    |
|TROMSO-4  |EUR3A |JUL30|211|     |  |OnTnWz                       |NOAA|WASH|       |    |XM  |NASA|     |    |
|IRIS-A559 |IA559 |JUL31|212|     |  |MoOnRiTnWfWz                 |NOAA|WASH|       |    |XM  |NASA|     |    |
----------------------------------------------------------------------------------------------------------------
|CDP-89O1  |CD89O1|AUG01|213|     |  |GcMoSoWf                     |NASA|HAYS|       |    |X   |NASA|     |    |
|TROMSO-5A |EUR3B1|AUG01|213|     |  |OnTnWz                       |NOAA|WASH|       |    |XM  |NASA|     |    |
|CDP-89O2  |CD89O2|AUG02|214|     |  |GcMoSoWf                     |NASA|HAYS|       |    |X   |NASA|     |    |
|INT89-214 |I89214|AUG02|214|     |  |WfWz                         |NOAA|WASH|       |    |XU  |NASA|     |    |
|TROMSO-5B |EUR3B2|AUG02|214|     |  |OnTnWz                       |NOAA|WASH|       |    |XM  |NASA|     |    |
|CDP-89O3  |CD89O3|AUG03|215|     |  |GcMoSoWf                     |NASA|HAYS|       |    |X   |NASA|     |    |
|INT89-215 |I89215|AUG03|215|     |  |WfWz                         |NOAA|WASH|       |    |XU  |NASA|     |    |
|INT89-216 |I89216|AUG04|216|     |  |WfWz                         |NOAA|WASH|       |    |XU  |NASA|     |    |
|NAVNET31  |NAVY31|AUG04|216|     |  |G3GcKuMoRi                   |USNO|WASH|       |    |XO  |NASA|     |    |
|INT89-217 |I89217|AUG05|217|     |  |WfWz                         |NOAA|WASH|       |    |XU  |NASA|     |    |
|IRIS-A560 |IA560 |AUG05|217|     |  |MoRiWfWz                     |NOAA|WASH|       |    |XI  |NASA|     |    |
|INT89-219 |I89219|AUG07|219|     |  |WfWz                         |NOAA|WASH|       |    |XU  |NASA|     |    |
|NAVNET32  |NAVY32|AUG07|219|     |  |G3GcMdRi                     |USNO|WASH|       |    |XO  |NASA|     |    |
|CDP-89P1  |CD89P1|AUG08|220|     |  |GcMoWfWt                     |NASA|HAYS|       |    |X   |NASA|     |    |
|INT89-220 |I89220|AUG08|220|     |  |WfWz                         |NOAA|WASH|       |    |XU  |NASA|     |    |
|CDP-89P2  |CD89P2|AUG09|221|     |  |GcMoWfWt                     |NASA|HAYS|       |    |X   |NASA|     |    |
|INT89-221 |I89221|AUG09|221|     |  |WfWz                         |NOAA|WASH|       |    |XU  |NASA|     |    |
|CDP-89P3  |CD89P3|AUG10|222|     |  |GcKaKuWt                     |NASA|HAYS|       |    |X   |NASA|     |    |
|INT89-222 |I89222|AUG10|222|     |  |WfWz                         |NOAA|WASH|       |    |XU  |NASA|     |    |
|IRIS-A561 |IA561 |AUG10|222|     |  |MoRiWfWz                     |NOAA|WASH|       |    |XI  |NASA|     |    |
|CRL-2     |CRL892|AUG12|224|     |  |KaMrSh                       |CRL |CRL |       |    |X   |NASA|     |    |
|INT89-224 |I89224|AUG12|224|     |  |WfWz                         |NOAA|WASH|       |    |XU  |NASA|     |    |
|INT89-225 |I89225|AUG13|225|     |  |WfWz                         |NOAA|WASH|       |    |XU  |NASA|     |    |
|INT89-226 |I89226|AUG14|226|     |  |WfWz                         |NOAA|WASH|       |    |XU  |NASA|     |    |
|INT89-227 |I89227|AUG15|227|     |  |WfWz                         |NOAA|WASH|       |    |XU  |NASA|     |    |
|IRIS-A562 |IA562 |AUG15|227|     |  |MoRiWfWz                     |NOAA|WASH|       |    |XI  |NASA|     |    |
|NAVNET33  |NAVY33|AUG17|229|     |  |G3GcMdRi                     |USNO|WASH|       |    |XO  |NASA|     |    |
|CARNSTY-1A|EUR4A1|AUG18|230|     |  |CnWz                         |NOAA|WASH|       |    |XM  |NASA|     |    |
|CARNSTY-1B|EUR4A2|AUG19|231|     |  |CnWz                         |NOAA|WASH|       |    |XM  |NASA|     |    |
|INT89-232 |I89232|AUG20|232|     |  |WfWz                         |NOAA|WASH|       |    |XU  |NASA|     |    |
|IRIS-A563 |IA563 |AUG20|232|     |  |CnMoRiWfWz                   |NOAA|WASH|       |    |XM  |NASA|     |    |
|ASTROM-1  |AST891|AUG22|234|     |  |GcPtWf                       |NASA|HAYS|       |    |X   |NASA|     |    |
|CARNSTY-2 |EUR4B |AUG22|234|     |  |CnWz                         |NOAA|WASH|       |    |XM  |NASA|     |    |
|INT89-235 |I89235|AUG23|235|     |  |WfWz                         |NOAA|WASH|       |    |XU  |NASA|     |    |
|INT89-236 |I89236|AUG24|236|     |  |WfWz                         |NOAA|WASH|       |    |XU  |NASA|     |    |
|NAVNET34  |NAVY34|AUG24|236|     |  |G3GcMdRi                     |USNO|WASH|       |    |XO  |NASA|     |    |
|INT89-237 |I89237|AUG25|237|     |  |WfWz                         |NOAA|WASH|       |    |XU  |NASA|     |    |
|IRIS-A564 |IA564 |AUG25|237|     |  |MoRiWfWz                     |NOAA|WASH|       |    |XI  |NASA|     |    |
|INT89-240 |I89240|AUG28|240|     |  |WfWz                         |NOAA|WASH|       |    |XU  |NASA|     |    |
|INT89-241 |I89241|AUG29|241|     |  |WfWz                         |NOAA|WASH|       |    |XU  |NASA|     |    |
|R&D-4     |RD894 |AUG29|241|     |  |GcMoPtWf                     |NASA|HAYS|       |    |X   |NASA|     |    |
|IRIS-A565 |IA565 |AUG30|242|     |  |BsMoNtRiWfWz                 |NOAA|WASH|       |    |XM  |NASA|     |    |
|NAVNET35  |NAVY35|AUG31|243|     |  |G3GcRi                       |USNO|WASH|       |    |XO  |NASA|     |    |
----------------------------------------------------------------------------------------------------------------
|BREST-1A  |EUR5A1|SEP01|244|     |  |BsNtWz                       |NOAA|WASH|       |    |XM  |NASA|     |    |
|INT89-244 |I89244|SEP01|244|     |  |WfWz                         |NOAA|WASH|       |    |XU  |NASA|     |    |
|BREST-1B  |EUR5A2|SEP02|245|     |  |BsNtWz                       |NOAA|WASH|       |    |XM  |NASA|     |    |
|INT89-245 |I89245|SEP02|245|     |  |WfWz                         |NOAA|WASH|       |    |XU  |NASA|     |    |
|INT89-246 |I89246|SEP03|246|     |  |WfWz                         |NOAA|WASH|       |    |XU  |NASA|     |    |
|INT89-247 |I89247|SEP04|247|     |  |WfWz                         |NOAA|WASH|       |    |XU  |NASA|     |    |
|IRIS-A566 |IA566 |SEP04|247|     |  |BsMoNtOnWfWz                 |NOAA|WASH|       |    |XM  |NASA|     |    |
|INT89-249 |I89249|SEP06|249|     |  |WfWz                         |NOAA|WASH|       |    |XU  |NASA|     |    |
|DSN-5     |DSN895|SEP07|250|     |  |1545                         |JPL |HAYS|       |    |D   |NASA|     |    |
|INT89-250 |I89250|SEP07|250|     |  |WfWz                         |NOAA|WASH|       |    |XU  |NASA|     |    |
|NAVNET36  |NAVY36|SEP07|250|     |  |G3GcRi                       |USNO|WASH|       |    |XO  |NASA|     |    |
|INT89-251 |I89251|SEP08|251|     |  |WfWz                         |NOAA|WASH|       |    |XU  |NASA|     |    |
|INT89-252 |I89252|SEP09|252|     |  |WfWz                         |NOAA|WASH|       |    |XU  |NASA|     |    |
|IRIS-A567 |IA567 |SEP09|252|     |  |MoRiWfWz                     |NOAA|WASH|       |    |XI  |NASA|     |    |
|NAVNET37  |NAVY37|SEP10|253|     |  |G3GcKuNt                     |USNO|WASH|       |    |XO  |NASA|     |    |
|INT89-254 |I89254|SEP11|254|     |  |WfWz                         |NOAA|WASH|       |    |XU  |NASA|     |    |
|GRASSE-1A |EUR6A1|SEP12|255|     |  |GrNtWz                       |NOAA|WASH|       |    |XM  |NASA|     |    |
|DSN-6     |DSN896|SEP13|256|     |  |1565                         |JPL |HAYS|       |    |D   |NASA|     |    |
|GRASSE-1B |EUR6A2|SEP13|256|     |  |GrNtWz                       |NOAA|WASH|       |    |XM  |NASA|     |    |
|INT89-256 |I89256|SEP13|256|     |  |WfWz                         |NOAA|WASH|       |    |XU  |NASA|     |    |
|INT89-257 |I89257|SEP14|257|     |  |WfWz                         |NOAA|WASH|       |    |XU  |NASA|     |    |
|IRIS-A568 |IA568 |SEP14|257|     |  |GrMoRiWfWz                   |NOAA|WASH|       |    |XM  |NASA|     |    |
|GRASSE-2  |EUR6B |SEP16|259|     |  |GrWz                         |NOAA|WASH|       |    |XM  |NASA|     |    |
|INT89-259 |I89259|SEP16|259|     |  |WfWz                         |NOAA|WASH|       |    |XU  |NASA|     |    |
|PPM-E2    |PM89E2|SEP16|259|     |  |GcKaKuMoVb                   |NASA|HAYS|       |    |X   |NASA|     |    |
|INT89-260 |I89260|SEP17|260|     |  |WfWz                         |NOAA|WASH|       |    |XU  |NASA|     |    |
|NAVNET38  |NAVY38|SEP17|260|     |  |G3GcKuRi                     |USNO|WASH|       |    |XO  |NASA|     |    |
|INT89-261 |I89261|SEP18|261|     |  |WfWz                         |NOAA|WASH|       |    |XU  |NASA|     |    |
|IRIS-A569 |IA569 |SEP19|262|     |  |MoRiWfWz                     |NOAA|WASH|       |    |XI  |NASA|     |    |
|IRIS-P30  |IP8930|SEP20|263|     |  |GcKaMoRi                     |NOAA|BONN|       |    |XP  |NASA|     |    |
|INT89-264 |I89264|SEP21|264|     |  |WfWz                         |NOAA|WASH|       |    |XU  |NASA|     |    |
|INT89-265 |I89265|SEP22|265|     |  |WfWz                         |NOAA|WASH|       |    |XU  |NASA|     |    |
|INT89-266 |I89266|SEP23|266|     |  |WfWz                         |NOAA|WASH|       |    |XU  |NASA|     |    |
|INT89-267 |I89267|SEP24|267|     |  |WfWz                         |NOAA|WASH|       |    |XU  |NASA|     |    |
|IRIS-A570 |IA570 |SEP24|267|     |  |MoRiWfWz                     |NOAA|WASH|       |    |XI  |NASA|     |    |
|PPM-S4    |PM89S4|SEP26|269|     |  |GcHoKaKu                     |NASA|HAYS|       |    |X   |NASA|     |    |
|INT89-270 |I89270|SEP27|270|     |  |WfWz                         |NOAA|WASH|       |    |XU  |NASA|     |    |
|NAVNET39  |NAVY39|SEP27|270|     |  |G3GcMo                       |USNO|WASH|       |    |XO  |NASA|     |    |
|INT89-271 |I89271|SEP28|271|     |  |WfWz                         |NOAA|WASH|       |    |XU  |NASA|     |    |
|GSI-1     |GSI891|SEP29|272|     |  |KaTk                         |GSI |HAYS|       |    |DX  |NASA|     |    |
|INT89-272 |I89272|SEP29|272|     |  |WfWz                         |NOAA|WASH|       |    |XU  |NASA|     |    |
|IRIS-A571 |IA571 |SEP29|272|     |  |MoRiWfWz                     |NOAA|WASH|       |    |XI  |NASA|     |    |
----------------------------------------------------------------------------------------------------------------
|INT89-274 |I89274|OCT01|274|     |  |WfWz                         |NOAA|WASH|       |    |XU  |NASA|     |    |
|INT89-275 |I89275|OCT02|275|     |  |WfWz                         |NOAA|WASH|       |    |XU  |NASA|     |    |
|DSN-7     |DSN897|OCT03|276|     |  |1445                         |JPL |HAYS|       |    |D   |NASA|     |    |
|INT89-276 |I89276|OCT03|276|     |  |WfWz                         |NOAA|WASH|       |    |XU  |NASA|     |    |
|IRIS-A572 |IA572 |OCT04|277|     |  |MoRiWfWz                     |NOAA|WASH|       |    |XI  |NASA|     |    |
|INT89-278 |I89278|OCT05|278|     |  |WfWz                         |NOAA|WASH|       |    |XU  |NASA|     |    |
|NAVNET40  |NAVY40|OCT05|278|     |  |G3GcRi                       |USNO|WASH|       |    |XO  |NASA|     |    |
|INT89-279 |I89279|OCT06|279|     |  |WfWz                         |NOAA|WASH|       |    |XU  |NASA|     |    |
|INT89-280 |I89280|OCT07|280|     |  |WfWz                         |NOAA|WASH|       |    |XU  |NASA|     |    |
|EXT-R&D-T |RD89T |OCT08|281|     |  |GcMoWf                       |NASA|HAYS|       |    |X   |NASA|     |    |
|IRIS-A573 |IA573 |OCT09|282|     |  |MoOnRiWfWz                   |NOAA|WASH|       |    |XI  |NASA|     |    |
|INT89-283 |I89283|OCT10|283|     |  |WfWz                         |NOAA|WASH|       |    |XU  |NASA|     |    |
|IRIS-P31  |IP8931|OCT10|283|     |  |GcKaMoRi                     |NOAA|WASH|       |    |XP  |NASA|     |    |
|GORF-2A   |GF892A|OCT11|284|     |  |GfMoRiWf                     |NASA|HAYS|       |    |X   |NASA|     |    |
|INT89-284 |I89284|OCT11|284|     |  |WfWz                         |NOAA|WASH|       |    |XU  |NASA|     |    |
|NAVNET41  |NAVY41|OCT11|284|     |  |G3GcKu                       |USNO|WASH|       |    |XO  |NASA|     |    |
|GORF-2B   |GF892B|OCT12|285|     |  |GfMoRiWf                     |NASA|HAYS|       |    |X   |NASA|     |    |
|INT89-285 |I89285|OCT12|285|     |  |WfWz                         |NOAA|WASH|       |    |XU  |NASA|     |    |
|INT89-286 |I89286|OCT13|286|     |  |WfWz                         |NOAA|WASH|       |    |XU  |NASA|     |    |
|IRIS-A574 |IA574 |OCT14|287|     |  |MoRiWfWz                     |NOAA|WASH|       |    |XI  |NASA|     |    |
|EXT-R&D-A1|RD89A1|OCT15|288|     |  |GcHsMoPtWf                   |NASA|HAYS|       |    |X   |NASA|     |    |
|EXT-R&D-A2|RD89A2|OCT16|289|     |  |GcHsMoPtWf                   |NASA|HAYS|       |    |X   |NASA|     |    |
|NAVNET42  |NAVY42|OCT16|289|     |  |G3KuRi                       |USNO|WASH|       |    |XO  |NASA|     |    |
|EXT-R&D-A3|RD89A3|OCT17|290|     |  |GcHsMoPtWf                   |NASA|HAYS|       |    |X   |NASA|     |    |
|EXT-R&D-A4|RD89A4|OCT18|291|     |  |GcHsMoPtWf                   |NASA|HAYS|       |    |X   |NASA|     |    |
|IRIS-A575 |IA575 |OCT19|292|     |  |MoRiWfWz                     |NOAA|WASH|       |    |XI  |NASA|     |    |
|CDP-89Q1  |CD89Q1|OCT20|293|     |  |GcMoPfVbWf                   |NASA|HAYS|       |    |X   |NASA|     |    |
|EXT-R&D-B1|RD89B1|OCT22|295|     |  |GcHsMoPtWf                   |NASA|HAYS|       |    |X   |NASA|     |    |
|CDP-89Q2  |CD89Q2|OCT23|296|     |  |FsGcHcHsMoPfVbWf             |NASA|HAYS|       |    |X   |NASA|     |    |
|EXT-R&D-B2|RD89B2|OCT23|296|     |  |GcHsMoPtWf                   |NASA|HAYS|       |    |XA  |NASA|     |    |
|NAVNET43  |NAVY43|OCT23|296|     |  |G3KuRi                       |USNO|WASH|       |    |XO  |NASA|     |    |
|IRIS-A576 |IA576 |OCT24|297|     |  |MoRiWfWz                     |NOAA|WASH|       |    |XI  |NASA|     |    |
|EXT-R&D-C1|RD89C1|OCT25|298|     |  |GcHsMoPtWf                   |NASA|HAYS|       |    |X   |NASA|     |    |
|EXT-R&D-C2|RD89C2|OCT26|299|     |  |GcHsMoPtWf                   |NASA|HAYS|       |    |X   |NASA|     |    |
|EXT-R&D-C3|RD89C3|OCT27|300|     |  |GcHsMoPtWf                   |NASA|HAYS|       |    |X   |NASA|     |    |
|EXT-R&D-C4|RD89C4|OCT28|301|     |  |GcHsMoPtWf                   |NASA|HAYS|       |    |X   |NASA|     |    |
|IRIS-A577 |IA577 |OCT29|302|     |  |MoRiWfWz                     |NOAA|WASH|       |    |XI  |NASA|     |    |
|EXT-R&D-D1|RD89D1|OCT30|303|     |  |GcHsMoPtWf                   |NASA|HAYS|       |    |X   |NASA|     |    |
|NAVNET44  |NAVY44|OCT30|303|     |  |G3KuRi                       |USNO|WASH|       |    |XO  |NASA|     |    |
|EXT-R&D-D2|RD89D2|OCT31|304|     |  |GcHsMoPtWf                   |NASA|HAYS|       |    |X   |NASA|     |    |
----------------------------------------------------------------------------------------------------------------
|CDP-89Q3A |C89Q3A|NOV01|305|     |  |FsGcHcMoQuVbWf               |NASA|HAYS|       |    |X   |NASA|     |    |
|CDP-89Q3B |C89Q3B|NOV02|306|     |  |FsGcHcMoQuVbWf               |NASA|HAYS|       |    |X   |NASA|     |    |
|INT89-306 |I89306|NOV02|306|     |  |WfWz                         |NOAA|WASH|       |    |XU  |NASA|     |    |
|IRIS-A578 |IA578 |NOV03|307|     |  |MoRiWfWz                     |NOAA|WASH|       |    |XI  |NASA|     |    |
|REFRAME-29|FR8929|NOV03|307|     |  |G3GcHc                       |NRL |WASH|       |    |XN  |NASA|     |    |
|INT89-308 |I89308|NOV04|308|     |  |WfWz                         |NOAA|WASH|       |    |XU  |NASA|     |    |
|INT89-309 |I89309|NOV05|309|     |  |WfWz                         |NOAA|WASH|       |    |XU  |NASA|     |    |
|PPM-N2    |PM89N2|NOV05|309|     |  |GcHcKaKuVb                   |NASA|HAYS|       |    |X   |NASA|     |    |
|CDP-89Q4A |C89Q4A|NOV06|310|     |  |FsGcHcMoPrVbWf               |NASA|HAYS|       |    |X   |NASA|     |    |
|INT89-310 |I89310|NOV06|310|     |  |WfWz                         |NOAA|WASH|       |    |XU  |NASA|     |    |
|CDP-89Q4B |C89Q4B|NOV07|311|     |  |FsGcHcMoPrVbWf               |NASA|HAYS|       |    |X   |NASA|     |    |
|IRIS-A579 |IA579 |NOV08|312|     |  |MoRiWfWz                     |NOAA|WASH|       |    |XI  |NASA|     |    |
|NAVNET45  |NAVY45|NOV09|313|     |  |GcKuRi                       |USNO|WASH|       |    |XO  |NASA|     |    |
|INT89-314 |I89314|NOV10|314|     |  |WfWz                         |NOAA|WASH|       |    |XU  |NASA|     |    |
|CDP-89Q5A |CD895A|NOV11|315|     |  |FsGcHcMoPrVbWf               |NASA|HAYS|       |    |X   |NASA|     |    |
|INT89-315 |I89315|NOV11|315|     |  |WfWz                         |NOAA|WASH|       |    |XU  |NASA|     |    |
|CDP-89Q5B |CD895B|NOV12|316|     |  |FsGcHcMoPrVbWf               |NASA|HAYS|       |    |X   |NASA|     |    |
|IRIS-A580 |IA580 |NOV13|317|     |  |MoRiWfWz                     |NOAA|WASH|       |    |XI  |NASA|     |    |
|REFRAME-30|FR8930|NOV13|317|     |  |G3GcHc                       |NRL |WASH|       |    |XN  |NASA|     |    |
