ICRF J032536.8+222400  0322+222  D  03 25 36.81435154   22 24 00.3655873  0.00000389 0.0000695  -0.141  51716.8 50085.5 54907.7     32   1171
ICRF J032743.3-180342  0325-182     03 27 43.34162433  -18 03 42.0277724  0.00005109 0.0014594  -0.603  54657.8 54657.8 54657.8      1     25
ICRF J032754.1+023341  0325+023     03 27 54.19501256   02 33 41.9825439  0.00002551 0.0005895   0.528  52877.9 51492.8 53068.7      3     39
ICRF J032850.3+394044  0325+395     03 28 50.31328133   39 40 44.5322072  0.00059442 0.0193020  -0.766  52569.6 50242.8 54314.7      2      7
ICRF J032957.6+275615  0326+277     03 29 57.66941462   27 56 15.4992344  0.00000857 0.0001258  -0.424  50277.7 47165.8 54643.7     32    354
ICRF J033409.9+022609  0331+022     03 34 09.94771967   02 26 09.6483089  0.00017068 0.0028857   0.253  50731.8 50554.8 50800.8      3     14
ICRF J033413.6-400825  0332-403  D  03 34 13.65451358  -40 08 25.3978415  0.00001125 0.0001211  -0.345  51855.9 47640.2 54893.7     25    212
ICRF J033453.3+080014  0332+078     03 34 53.31667568   08 00 14.4192305  0.00000861 0.0001733  -0.047  52490.8 49914.7 54858.7      6    288
ICRF J033553.9-543025  0334-546  D  03 35 53.92484162  -54 30 25.1146727  0.00001704 0.0002055   0.355  52901.7 48388.4 54706.7     31    113
ICRF J033630.1+321829  0333+321     03 36 30.10760600   32 18 29.3422210  0.00000367 0.0000513  -0.095  51855.0 44773.8 54893.7    109   2646
ICRF J033654.0-361606  0335-364     03 36 54.02351047  -36 16 06.2242474  0.00002259 0.0003815   0.039  51996.3 50919.8 53080.7     15     96
ICRF J033717.1+013722  0334+014     03 37 17.10809226   01 37 22.7494775  0.00035581 0.0057375   0.766  52340.9 49177.8 53503.7      5     16
ICRF J033755.4-120404  0335-122     03 37 55.45156436  -12 04 04.5440639  0.00018346 0.0042882   0.244  51425.5 50576.2 54482.7      2     23
ICRF J033900.9-013317  0336-017     03 39 00.98623295  -01 33 17.6068729  0.00005813 0.0012202   0.408  54187.7 54187.7 54187.7      1     17
ICRF J033930.9-014635  0336-019     03 39 30.93778751  -01 46 35.8041062  0.00000273 0.0000421  -0.010  52350.5 44773.8 54903.8   1767  62909
ICRF J034035.6-211931  0338-214     03 40 35.60786053  -21 19 31.1720263  0.00000486 0.0001015  -0.100  51887.9 46875.8 54880.7     40    871
ICRF J034328.9+362212  0340+362     03 43 28.95239734   36 22 12.4295041  0.00000870 0.0001791   0.168  52229.4 50242.8 54810.7      5    186
ICRF J034423.1+155943  0341+158     03 44 23.17216227   15 59 43.3693414  0.00000666 0.0001714  -0.042  50804.5 47394.1 53306.8     30    466
ICRF J034506.4+145349  0342+147  D  03 45 06.41654424   14 53 49.5582021  0.00000446 0.0000837  -0.094  51563.2 47394.1 54676.7     47    894
ICRF J034838.1-274913  0346-279  D  03 48 38.14457723  -27 49 13.5655526  0.00000599 0.0000929  -0.157  53999.3 50688.3 54901.7     11    372
ICRF J034918.7+460959  0345+460     03 49 18.74156886   46 09 59.6579051  0.00000607 0.0000799  -0.179  53763.3 50306.3 54852.7     14    441
ICRF J034957.8-210247  0347-211     03 49 57.82667457  -21 02 47.7414283  0.00000592 0.0001397  -0.016  52744.6 50632.3 54907.7      8    353
ICRF J035430.0+464318  0350+465     03 54 30.01165255   46 43 18.7503476  0.00001490 0.0002304  -0.058  51664.5 50306.3 53609.2      2    107
ICRF J035547.8-664533  0355-669     03 55 47.88343240  -66 45 33.8171785  0.00003886 0.0001936   0.538  53802.8 52861.2 54726.7     22     85
ICRF J035721.6+231953  0354+231     03 57 21.60988566   23 19 53.8255336  0.00001715 0.0003430  -0.144  50583.7 50085.5 52989.7      4    156
ICRF J035721.9-481215  0355-483     03 57 21.91786833  -48 12 15.1607592  0.00007463 0.0020296   0.777  49394.5 48162.4 52884.6      5     14
ICRF J035746.1+054231  0355+055     03 57 46.12566530   05 42 31.2584546  0.00005540 0.0009312   0.047  51472.1 49914.7 54664.7      2     61
ICRF J035830.1+560644  0354+559     03 58 30.18819697   56 06 44.4602032  0.00002794 0.0002599  -0.108  52487.7 52409.7 53306.8      2     69
ICRF J035929.7+505750  0355+508     03 59 29.74726473   50 57 50.1615765  0.00000547 0.0000563   0.015  47004.5 44090.5 54643.7    515  15323
ICRF J035933.6-261531  0357-263     03 59 33.68176810  -26 15 31.3289008  0.00012095 0.0038728  -0.303  50966.7 50632.3 54643.7      3     52
ICRF J040119.9+041334  0358+040     04 01 19.91296419   04 13 34.4076427  0.00001652 0.0003446  -0.266  53608.0 53607.8 53609.2      2     72
ICRF J040145.1+211028  0358+210  D  04 01 45.16607260   21 10 28.5870359  0.00000639 0.0001325  -0.026  52184.0 50085.5 54887.7     15    396
ICRF J040221.2-314725  0400-319     04 02 21.26601027  -31 47 25.9453862  0.00000799 0.0001249  -0.166  52445.1 48766.9 54858.7     40    501
ICRF J040305.5+260001  0400+258     04 03 05.58606763   26 00 01.5028075  0.00000392 0.0000626  -0.144  52219.9 47005.8 54830.7     64   1433
ICRF J040353.7-360501  0402-362  D  04 03 53.74989835  -36 05 01.9131085  0.00000359 0.0000487   0.161  52084.5 47415.7 54887.7    857   7648
ICRF J040534.0-130813  0403-132  D  04 05 34.00338957  -13 08 13.6907083  0.00000397 0.0001030  -0.146  51867.0 47176.5 54112.8     20    745
ICRF J040612.2-174957  0403-179     04 06 12.24452896  -17 49 57.9270574  0.00002078 0.0006976  -0.119  51895.1 50632.3 54664.7      3    128
ICRF J040639.3-235503  0404-240     04 06 39.34005637  -23 55 03.7878438  0.00002306 0.0007953  -0.174  54657.8 54657.8 54657.8      1     51
ICRF J040659.0-382628  0405-385  D  04 06 59.03533560  -38 26 28.0423567  0.00000423 0.0000575  -0.147  53096.5 48162.4 54882.8    286   2087
ICRF J040748.4-121136  0405-123     04 07 48.43097979  -12 11 36.6593538  0.00000472 0.0000944   0.011  52751.1 48766.9 54768.6     30    718
ICRF J040820.3+303230  0405+304     04 08 20.37757204   30 32 30.4899512  0.00001871 0.0004409   0.472  50962.8 49033.6 52711.7     15    175
ICRF J040820.3-654509  0407-658     04 08 20.37827830  -65 45 09.0802788  0.00058504 0.0044385  -0.585  50905.8 48162.4 54457.4      4     20
ICRF J040905.7-123848  0406-127     04 09 05.76972193  -12 38 48.1438071  0.00000515 0.0001195  -0.321  52110.5 47777.3 54852.7     31    646
ICRF J040922.0+121739  0406+121     04 09 22.00871268   12 17 39.8477204  0.00000404 0.0000779  -0.227  51952.2 46977.9 54810.7     56   1223
ICRF J041243.6+230505  0409+229     04 12 43.66686761   23 05 05.4526057  0.00000521 0.0000944  -0.215  51594.1 50085.5 54664.7     19    746
ICRF J041340.3+111214  0410+110     04 13 40.34101427   11 12 14.7860303  0.00001748 0.0004474  -0.203  54314.7 54314.7 54314.7      1     68
ICRF J041636.5-185108  0414-189  D  04 16 36.54445140  -18 51 08.3400284  0.00000471 0.0000851  -0.100  52136.7 46840.8 54803.7     39    930
ICRF J041821.2+380135  0415+379     04 18 21.27722894   38 01 35.8001267  0.00000929 0.0001414   0.107  51847.8 51464.8 52409.7      6    151
ICRF J041922.5+395528  0415+398     04 19 22.54953540   39 55 28.9775927  0.00000621 0.0000855  -0.117  53814.6 50242.8 54907.7      9    470
ICRF J042244.3+532426  0418+532     04 22 44.39886992   53 24 26.2633216  0.00002666 0.0003752   0.211  51396.9 49577.0 54482.7      2     62
ICRF J042252.2+021926  0420+022     04 22 52.21465772   02 19 26.9310614  0.00000554 0.0001372  -0.083  52931.7 49914.7 54830.7      6    388
ICRF J042301.9+210802  0420+210     04 23 01.98838893   21 08 02.1273102  0.00002433 0.0004433   0.123  52480.8 52480.8 52480.8      1     75
ICRF J042315.8-012033  0420-014  D  04 23 15.80072776  -01 20 33.0654034  0.00000279 0.0000450  -0.037  48415.7 44773.8 54893.7   1290  30117
ICRF J042356.0+415002  0420+417     04 23 56.00979059   41 50 02.7129192  0.00000447 0.0000534   0.015  52715.8 47568.6 54880.7     34   1810
ICRF J042423.4+144216  0421+145     04 24 23.49064749   14 42 16.6830492  0.00005981 0.0009406  -0.124  53005.7 50085.5 54440.7      3     51
ICRF J042442.2-375620  0422-380     04 24 42.24370765  -37 56 20.7841314  0.00000647 0.0001026   0.074  52854.1 48162.4 54837.7     35    559
ICRF J042446.8+003606  0422+004  D  04 24 46.84206092   00 36 06.3293676  0.00000385 0.0000768  -0.082  52464.8 46976.8 54887.7     31   1013
ICRF J042636.6+051819  0423+051     04 26 36.60410631   05 18 19.8723567  0.00000620 0.0001682   0.003  51454.3 48194.7 54718.7     23    349
ICRF J042655.7+232739  0423+233     04 26 55.73479309   23 27 39.6336400  0.00001638 0.0004501  -0.340  50678.3 50085.5 53087.7      9    148
ICRF J042655.9+235026  0423+237     04 26 55.97038882   23 50 26.5821980  0.00017023 0.0028270  -0.896  53180.6 50156.3 54314.7      2     22
ICRF J042747.5+045708  0425+048     04 27 47.57053172   04 57 08.3256492  0.00000798 0.0001724  -0.599  51194.6 47394.1 52543.7     21    269
ICRF J042835.6+173223  0425+174     04 28 35.63368356   17 32 23.5879892  0.00002547 0.0005490  -0.317  50760.9 50085.5 54643.7      3    152
ICRF J042840.4-375619  0426-380     04 28 40.42427648  -37 56 19.5804718  0.00000908 0.0000977  -0.177  52754.0 47640.2 54684.7     26    341
ICRF J042952.9+272437  0426+273  D  04 29 52.96076804   27 24 37.8762939  0.00000428 0.0000790   0.059  52851.0 50219.8 54802.7     35    984
ICRF J043221.1-510925  0431-512     04 32 21.17828086  -51 09 25.1859674  0.00011370 0.0017112   0.593  50342.3 48043.8 52941.7      6     13
ICRF J043311.0+052115  0430+052     04 33 11.09552741   05 21 15.6192233  0.00004752 0.0005255   0.000  49496.0 44090.1 54901.9    113   8116
ICRF J043334.1-603013  0432-606     04 33 34.10843747  -60 30 13.7696002  0.00004735 0.0008161   0.446  54723.8 54723.8 54723.8      1      8
ICRF J043337.8+290555  0430+289  D  04 33 37.82985993   29 05 55.4770346  0.00000372 0.0000576  -0.044  51901.2 50043.8 54901.7     52   1948
ICRF J043701.4-184448  0434-188     04 37 01.48273818  -18 44 48.6134950  0.00000350 0.0000732  -0.355  52532.5 46875.8 54887.7    289   2789
ICRF J043835.0-125103  0436-129     04 38 35.02100809  -12 51 03.3591794  0.00000728 0.0002167  -0.101  53041.9 50576.2 54901.7      8    249
ICRF J043900.8-452222  0437-454  D  04 39 00.85466883  -45 22 22.5628657  0.00001180 0.0001577  -0.108  52776.1 48766.9 54670.7     35    269
ICRF J044017.1-433308  0438-436     04 40 17.17996781  -43 33 08.6042469  0.00006168 0.0010163   0.000  51359.4 49565.8 53153.1     49    345
ICRF J044238.6-001743  0440-003     04 42 38.66073910  -00 17 43.4203921  0.00000391 0.0000982  -0.044  51097.3 47011.4 52900.7     23    836
ICRF J044331.6+344106  0440+345  D  04 43 31.63520255   34 41 06.6640222  0.00000445 0.0000642  -0.049  50605.8 47718.4 51967.7     37   1454
ICRF J044611.4+390017  0442+389     04 46 11.49405608   39 00 17.1006086  0.00001046 0.0002074   0.314  53018.8 50242.8 54887.7      5    220
ICRF J044848.5-741731  0450-743     04 48 48.55799992  -74 17 31.2459379  0.00008385 0.0004333   0.077  53501.2 50182.6 54457.4      3     24
ICRF J044907.6+112128  0446+112  D  04 49 07.67110088   11 21 28.5964577  0.00000341 0.0000603  -0.082  53331.6 47394.1 54845.7     41   1722
ICRF J044923.3+633209  0444+634     04 49 23.31057391   63 32 09.4339675  0.00000778 0.0000554  -0.092  50775.7 49422.9 51569.8      8   1100
ICRF J045005.4-810102  0454-810  D  04 50 05.44020132  -81 01 02.2313228  0.00004163 0.0000967   0.064  51639.5 47626.5 54726.7     49    342
ICRF J045118.7+593532  0446+595     04 51 18.72179366   59 35 32.1835582  0.00001611 0.0001411  -0.438  53768.8 53768.8 53768.8      1    168
ICRF J045314.6-280737  0451-282     04 53 14.64679549  -28 07 37.3265546  0.00003048 0.0011491   0.000  50155.2 47176.0 53134.3     51    914
ICRF J045550.7-461558  0454-463     04 55 50.77252761  -46 15 58.6797411  0.00001594 0.0002778   0.386  53337.3 49015.7 54670.7     16     80
ICRF J045608.9-215909  0454-220     04 56 08.92369931  -21 59 09.3972824  0.00008143 0.0022914  -0.221  54657.8 54657.8 54657.8      1     25
ICRF J045703.1-232452  0454-234  D  04 57 03.17922863  -23 24 52.0201418  0.00000299 0.0000428  -0.026  51444.2 46440.9 54903.8   2533  55475
ICRF J045848.7+060803  0456+060     04 58 48.77157953   06 08 03.8593391  0.00001615 0.0007933  -0.393  54125.8 54125.8 54125.8      1     59
ICRF J045952.0+022931  0457+024     04 59 52.05066226   02 29 31.1765607  0.00000471 0.0000842   0.048  50909.2 47005.8 54865.7     80   1851
ICRF J050112.8-015914  0458-020  D  05 01 12.80988366  -01 59 14.2562534  0.00000273 0.0000424  -0.068  51137.5 44773.8 54907.7   2150  48225
ICRF J050145.2+135607  0458+138  D  05 01 45.27082031   13 56 07.2204176  0.00000539 0.0001288  -0.026  52136.0 47394.1 54201.7     28    619
ICRF J050215.4+060907  0459+060     05 02 15.44593988   06 09 07.4940469  0.00000771 0.0001661  -0.117  50575.1 47394.1 52340.7     15    334
ICRF J050233.2+133810  0459+135     05 02 33.21951320   13 38 10.9589537  0.00000702 0.0001672   0.116  51088.0 50085.5 53543.7      9    320
ICRF J050258.4+251625  0459+252     05 02 58.47478439   25 16 25.2761557  0.00001448 0.0003658  -0.214  54125.8 54125.8 54125.8      1     67
ICRF J050321.1+020304  0500+019     05 03 21.19717510   02 03 04.6763382  0.00000636 0.0001440  -0.352  50459.6 47394.1 52403.7     20    318
ICRF J050401.7-604952  0503-608     05 04 01.70113203  -60 49 52.5394101  0.00003104 0.0002201   0.369  52491.4 48110.9 54706.7     19     72
ICRF J050523.1+045942  0502+049     05 05 23.18472342   04 59 42.7245908  0.00000375 0.0000698  -0.009  51900.7 47394.1 54571.7     32   1023
ICRF J050643.9-610940  0506-612  D  05 06 43.98872791  -61 09 40.9937940  0.00001524 0.0001190   0.113  52511.7 48110.9 54880.7     41    182
ICRF J050842.3+843204  0454+844  D  05 08 42.36345199   84 32 04.5440155  0.00003335 0.0000494  -0.108  52914.6 44343.6 54889.8    165   4081
ICRF J050927.4+101144  0506+101  D  05 09 27.45706864   10 11 44.6000396  0.00000378 0.0000826  -0.113  52566.7 47394.1 54872.7     42   1174
ICRF J051002.3+180041  0507+179  D  05 10 02.36912982   18 00 41.5816534  0.00000404 0.0000610  -0.075  51714.9 47605.1 54713.7     62   1182
ICRF J051138.3+135719  0508+138     05 11 38.31965584   13 57 19.1936032  0.00000809 0.0001479   0.078  50875.0 50085.5 53509.7     10    263
ICRF J051241.0+151723  0509+152     05 12 41.01297844   15 17 23.4809225  0.00001527 0.0002540   0.322  50788.4 50085.5 52457.7      4    136
ICRF J051349.1-215916  0511-220     05 13 49.11432090  -21 59 16.0920584  0.00000795 0.0001951  -0.466  50809.3 47176.5 53045.7     22    284
ICRF J051418.6+560211  0510+559     05 14 18.69961861   56 02 11.0541730  0.00017351 0.0011005   0.015  50085.8 49577.0 54664.7      2     30
ICRF J051615.9-160307  0514-161     05 16 15.92934671  -16 03 07.6346324  0.00002675 0.0007386  -0.088  50858.8 50632.3 54482.7      2     68
ICRF J051637.7-723707  0517-726     05 16 37.71907047  -72 37 07.4657369  0.00016536 0.0005234   0.615  50325.2 48757.4 53143.7      6     19
ICRF J051644.9-620705  0516-621  D  05 16 44.92616793  -62 07 05.3892036  0.00001331 0.0001157   0.112  51882.1 48749.6 54726.7     37    218
ICRF J051803.8+205452  0515+208  D  05 18 03.82450329   20 54 52.4974899  0.00000620 0.0001535  -0.037  52114.2 50085.5 54907.7     11    428
ICRF J052109.8+163822  0518+165     05 21 09.88592749   16 38 22.0517668  0.00000765 0.0001176  -0.146  51503.9 47931.6 54592.7     18    275
ICRF J052234.4-610757  0522-611  D  05 22 34.42547880  -61 07 57.1335242  0.00002109 0.0001653   0.322  52851.2 47626.5 54706.7     20     90
ICRF J052245.1+141529  0519+142     05 22 45.14668319   14 15 29.2831655  0.00012026 0.0013232  -0.163  54314.7 54314.7 54314.7      1     38
ICRF J052257.9-362730  0521-365     05 22 57.98464282  -36 27 30.8510772  0.00000577 0.0000832   0.101  52111.5 48110.9 54741.8    158    768
ICRF J052531.4-455754  0524-460  D  05 25 31.40015013  -45 57 54.6848636  0.00001684 0.0001861  -0.001  52412.0 49750.8 54726.7     28    161
ICRF J052616.6-483036  0524-485  D  05 26 16.67131064  -48 30 36.7915470  0.00001592 0.0002543   0.400  53913.6 53223.4 54726.7     11     68
ICRF J052648.3-234255  0524-237     05 26 48.38545375  -23 42 55.8592183  0.00007492 0.0022858   0.517  54657.8 54657.8 54657.8      1     29
ICRF J052718.6-230736  0525-231     05 27 18.60815425  -23 07 36.9998310  0.00002520 0.0009345   0.003  54657.8 54657.8 54657.8      1     55
ICRF J052732.7+033131  0524+034  D  05 27 32.70544796   03 31 31.5166429  0.00000484 0.0000871  -0.074  53092.2 49914.7 54893.7     12    441
ICRF J052930.0-724528  0530-727     05 29 30.04217690  -72 45 28.5072742  0.00001992 0.0000922  -0.045  50696.7 47626.5 54723.8     85    380
ICRF J052957.0-251558  0527-253     05 29 57.06738006  -25 15 58.9321421  0.00001501 0.0003695  -0.234  54818.7 54818.7 54818.7      1     70
ICRF J053007.9-250329  0528-250     05 30 07.96279681  -25 03 29.8994010  0.00000611 0.0001648  -0.254  50919.4 47640.2 52991.8     21    485
ICRF J053056.4+133155  0528+134     05 30 56.41674659   13 31 55.1495251  0.00002069 0.0003484   0.000  49835.5 44774.0 54897.0   3087 123505
ICRF J053238.9+073243  0529+075     05 32 38.99848582   07 32 43.3456821  0.00004945 0.0006960   0.145  49354.7 44773.8 54643.7     13    100
ICRF J053315.8+482252  0529+483  D  05 33 15.86578266   48 22 52.8076620  0.00000506 0.0000584  -0.035  54311.3 50306.3 54852.7     13   1348
ICRF J053435.7-610607  0534-611  D  05 34 35.77248961  -61 06 07.0730607  0.00002193 0.0001790   0.082  53715.3 50182.6 54670.7     19     81
ICRF J053628.4-340111  0534-340  D  05 36 28.43237520  -34 01 11.4684150  0.00001027 0.0001610   0.218  53790.6 52306.7 54907.7     34    341
ICRF J053850.3-440508  0537-441  D  05 38 50.36155219  -44 05 08.9389165  0.00000392 0.0000442   0.010  52847.7 47305.8 54903.8   1085  18435
ICRF J053932.0-155030  0537-158     05 39 32.01013430  -15 50 30.3209793  0.00000848 0.0002390  -0.028  50993.3 47777.3 54684.7     29    263
ICRF J053942.3+143345  0536+145  D  05 39 42.36599103   14 33 45.5616993  0.00000370 0.0000640  -0.147  51944.2 47394.1 54901.7     73   1202
ICRF J053954.2-283955  0537-286  D  05 39 54.28147645  -28 39 55.9478122  0.00000515 0.0000782  -0.036  52718.2 48573.8 54872.7     58    995
ICRF J054138.0-054149  0539-057     05 41 38.08336927  -05 41 49.4283315  0.00000498 0.0001281  -0.171  51700.1 47176.5 54741.8     32    679
ICRF J054150.7-733215  0543-735     05 41 50.77592742  -73 32 15.3474452  0.00008687 0.0005558   0.078  53624.2 52887.6 54457.4      4     39
ICRF J054212.7-265842  0540-270     05 42 12.71350421  -26 58 42.5403395  0.00005474 0.0023760  -0.718  54818.7 54818.7 54818.7      1     22
ICRF J054236.1+495107  0538+498     05 42 36.13789843   49 51 07.2337251  0.00000617 0.0000666   0.071  52398.3 48538.8 54601.7     18   1272
ICRF J054734.1+272156  0544+273  D  05 47 34.14892109   27 21 56.8425667  0.00000412 0.0000700  -0.101  51906.5 47394.1 54858.7     65   1421
ICRF J055009.5-573224  0549-575  D  05 50 09.58018296  -57 32 24.3965304  0.00001696 0.0002398   0.372  53796.1 53223.4 54670.7     10     64
ICRF J055047.3+232648  0547+234     05 50 47.39089525   23 26 48.1769181  0.00001027 0.0001847  -0.026  53017.9 52306.7 53609.2     20    153
ICRF J055217.9+375425  0548+378     05 52 17.93691587   37 54 25.2823729  0.00000799 0.0001333   0.208  53246.3 50242.8 54907.7      8    280
ICRF J055225.8+191340  0549+192     05 52 25.88498477   19 13 40.2685538  0.00003613 0.0008451  -0.441  53154.1 52306.7 53609.2      3     74
ICRF J055530.8+394849  0552+398  D  05 55 30.80561150   39 48 49.1649664  0.00000355 0.0000413   0.001  51012.9 44090.5 54901.7   4068 337322
ICRF J055704.7+241355  0554+242     05 57 04.71358097   24 13 55.2986398  0.00000487 0.0000920   0.217  52023.7 50065.8 53609.2     26    624
ICRF J055932.0+235353  0556+238  D  05 59 32.03313165   23 53 53.9267683  0.00000305 0.0000445  -0.020  52323.5 47394.1 54887.7    590  11999
ICRF J060031.4-393702  0558-396     06 00 31.41755226  -39 37 02.1968374  0.00002922 0.0010068   0.154  54489.7 54489.7 54489.7      1     47
ICRF J060309.1+174216  0600+177  D  06 03 09.13026176   17 42 16.8105604  0.00000479 0.0000799  -0.379  52205.7 47394.1 54664.7     46    829
ICRF J060351.5+215937  0600+219     06 03 51.55701577   21 59 37.6986666  0.00001070 0.0003509  -0.045  53758.7 50168.7 54076.8      4     92
ICRF J060357.7-171628  0601-172     06 03 57.73244064  -17 16 28.2184809  0.00001078 0.0003573  -0.111  50937.5 50632.3 54643.7      2     92
ICRF J060455.1+242955  0601+245     06 04 55.12138298   24 29 55.0364929  0.00000512 0.0000890  -0.025  53016.9 52409.7 53609.2     27    259
ICRF J060550.8+403008  0602+405     06 05 50.85536574   40 30 08.1036615  0.00000747 0.0001114  -0.007  51123.3 50242.8 53150.7      6    271
ICRF J060752.6+672055  0602+673     06 07 52.67160861   67 20 55.4099805  0.00000717 0.0000416  -0.035  53507.3 49750.8 54907.7    507  38102
ICRF J060759.6-083449  0605-085     06 07 59.69923743  -08 34 49.9781718  0.00000354 0.0000731  -0.175  51802.5 44773.8 54614.7     51   1150
ICRF J060859.6-222020  0606-223     06 08 59.68683826  -22 20 20.9566813  0.00000561 0.0001054  -0.083  53162.6 50632.3 54865.7      9    426
ICRF J060940.9-154240  0607-157     06 09 40.94953417  -15 42 40.6726003  0.00001795 0.0002052   0.000  50185.0 45466.0 54904.0    569  28581
ICRF J061048.8+724853  0604+728     06 10 48.87212758   72 48 53.1866539  0.00022199 0.0007863   0.044  51137.6 49827.5 54664.7      2     48
ICRF J061151.3-282759  0609-284     06 11 51.36536975  -28 27 59.8535636  0.00003091 0.0010544   0.349  54818.7 54818.7 54818.7      1     31
ICRF J061336.3+170824  0610+171     06 13 36.36007026   17 08 24.9454875  0.00002260 0.0007305   0.300  52468.6 52409.7 52758.7      3     65
ICRF J061350.1+260436  0610+260     06 13 50.13917401   26 04 36.7198424  0.00000898 0.0001477  -0.178  51801.1 50065.8 53306.8     16    275
ICRF J061357.6+130645  0611+131     06 13 57.69275496   13 06 45.4009267  0.00000429 0.0001080  -0.113  52270.9 47394.1 54657.8     33   1021
ICRF J061423.8+604621  0609+607     06 14 23.86617054   60 46 21.7559014  0.00000724 0.0000589  -0.185  52233.3 45466.3 54718.7     35   1745
ICRF J061635.9-345616  0614-349     06 16 35.98056063  -34 56 16.5584624  0.00055265 0.0105394  -0.361  52574.2 48766.9 53503.7      3     13
ICRF J061716.9+570116  0613+570     06 17 16.92255778   57 01 16.4234179  0.00001190 0.0001329   0.060  52662.6 49577.0 54865.7      5    238
ICRF J061732.3-363414  0615-365     06 17 32.32746590  -36 34 14.8322980  0.00162135 0.0186995  -0.850  50571.1 48766.9 52409.7      3      6
ICRF J061830.1-784302  0621-786     06 18 30.15868914  -78 43 02.1409006  0.00012187 0.0006326   0.228  54723.8 54723.8 54723.8      1      9
ICRF J062331.7-441302  0622-441     06 23 31.78599260  -44 13 02.5423812  0.00035826 0.0018948  -0.120  50894.2 48162.4 52409.7      4     16
ICRF J062419.0+385648  0620+389     06 24 19.02128916   38 56 48.7359920  0.00000534 0.0000748  -0.091  52532.1 49391.7 54803.7     21    827
ICRF J062603.0+820225  0615+820     06 26 03.00616906   82 02 25.5678202  0.00002752 0.0000585  -0.005  51626.5 47019.9 54732.7     47   1390
ICRF J062706.7-352915  0625-354     06 27 06.72938955  -35 29 15.3392815  0.00001838 0.0007460  -0.232  54489.7 54489.7 54489.7      1     57
ICRF J062839.6-671247  0628-671     06 28 39.60783728  -67 12 47.4054515  0.00008159 0.0008547   0.449  54723.8 54723.8 54723.8      1      6
ICRF J062857.4-624844  0628-627     06 28 57.48775014  -62 48 44.7443227  0.00067971 0.0019267   0.033  52963.3 52887.6 53138.8      3     17
ICRF J062923.7-195919  0627-199     06 29 23.76185955  -19 59 19.7235279  0.00000574 0.0001028  -0.056  52782.8 50632.3 54880.7      6    373
ICRF J063111.9-415426  0629-418     06 31 11.99803381  -41 54 26.9465039  0.00001145 0.0002415   0.207  52830.9 47626.5 54706.7     41    247
ICRF J063206.5-261414  0630-261     06 32 06.50174548  -26 14 14.0287463  0.00004877 0.0015632  -0.012  54272.8 53552.8 54440.7      2     37
ICRF J063243.1+155957  0629+160     06 32 43.13553829   15 59 57.6207697  0.00001077 0.0002865   0.144  51702.0 50085.5 54125.8      7    214
ICRF J063459.0-233511  0632-235     06 34 59.00099976  -23 35 11.9570699  0.00001537 0.0002566   0.109  53775.2 53503.7 54816.7      4    103
ICRF J063511.0-182126  0632-183     06 35 11.01302948  -18 21 26.2420081  0.00003705 0.0012115  -0.496  54601.7 54601.7 54601.7      1     32
ICRF J063519.4-262055  0633-26B     06 35 19.41623059  -26 20 55.7172875  0.00004030 0.0015466  -0.608  54559.7 54559.7 54559.7      1     38
ICRF J063520.9-262039  0633-263     06 35 20.90908181  -26 20 39.8664037  0.00002500 0.0009452   0.129  54408.0 53560.8 54559.7      3     45
ICRF J063540.8-582710  0634-584     06 35 40.82991826  -58 27 10.2764239  0.00005699 0.0009595   0.474  54723.8 54723.8 54723.8      1      7
ICRF J063546.5-751616  0637-752     06 35 46.50791481  -75 16 16.8153495  0.00013511 0.0003962   0.000  51265.3 47626.7 54904.0    399   5374
ICRF J063920.9-334600  0637-337     06 39 20.90463360  -33 46 00.1131870  0.00001445 0.0002421   0.149  52679.9 48865.8 54684.7     24    180
ICRF J064151.1-032048  0639-032     06 41 51.13294565  -03 20 48.5824642  0.00000889 0.0002770  -0.250  53043.2 52409.7 53609.2      2    142
ICRF J064204.2+675835  0636+680     06 42 04.25740247   67 58 35.6207886  0.00001074 0.0000616  -0.187  51745.6 48357.8 54614.7     55   1855
ICRF J064453.7+391447  0641+392     06 44 53.70958230   39 14 47.5336667  0.00000725 0.0001401  -0.059  53366.9 50242.8 54845.7      6    364
ICRF J064524.0+212151  0642+214     06 45 24.09951782   21 21 51.2014532  0.00000975 0.0001648  -0.531  50095.6 47718.4 50460.3     20    252
ICRF J064632.0+445116  0642+449  D  06 46 32.02599463   44 51 16.5901237  0.00000386 0.0000413  -0.014  53168.5 45466.3 54903.8   1211 103287
ICRF J064814.0-304419  0646-306  D  06 48 14.09647071  -30 44 19.6596827  0.00000692 0.0000939  -0.154  52092.0 47640.2 54887.7     40    601
ICRF J064832.7+205308  0645+209     06 48 32.71389903   20 53 08.9216262  0.00002755 0.0007686  -0.282  54314.7 54314.7 54314.7      1     52
ICRF J065024.5-163739  0648-165  D  06 50 24.58185521  -16 37 39.7251917  0.00000350 0.0000578  -0.066  53236.8 46875.8 54907.7     60   1791
ICRF J065032.9-284917  0648-287     06 50 32.92792014  -28 49 17.8569426  0.00008113 0.0027283  -0.797  54601.7 54601.7 54601.7      1     25
ICRF J065158.1-210111  0649-209     06 51 58.12004893  -21 01 11.9156663  0.00000914 0.0002575  -0.389  53719.8 53719.8 53719.8      1     81
ICRF J065358.2+370540  0650+371     06 53 58.28281491   37 05 40.6065393  0.00000715 0.0001238  -0.150  49967.3 48348.6 50849.8     40    363
