VLA-N8   7621 f 40498S002                   VLA, Socorro, NM, USA, pad N8
VLBA85 3 7214 f 40441S004 GREENBANK         Green Bank, West Virginia           Green Bank, WV        280 09 23.9  38 25 46.5  786.7 790808
VNDNBERG 7223 f 40420M002 VANDENBERG        Vandenberg AFB, California          Vandenberg AFB, CA    239 23 00.9  34 33 21.9  -11.4
#'''/''''1''''/''''2''''/''''3''''/''''4''''/''''5''''/''''6''''/''''7''''/''''8''''/''''9''''/''''0''''
WARK12M  7377 f 50243S001                   12-m antenna at Warkworth           Warkworth New Zealand 174 39 47.7 -36 26  5.3  128.8
WESTFORD 7209 f 40440S003 WESTFORD          Westford, Massachusetts             Westford, MA          288 30 22.3  42 36 46.6   87.7
WETTZELL 7224 f 14201S004 WETTZELL          Wettzell, Bavaria, FRG              Wettzell, FRG          12 52 38.8  49 08 42.0  670.1
WHTHORSE 7284 m 40118M001 WHITEHORSE        Whitehorse, Yukon Ter., Canada      Whitehorse, Canada    224 55 22.5  60 42 40.5  710.9 790808
WHTHORSE 7284 m 40118M002 WHITEHORSEpq      Whitehorse, Yukon Ter., Canada (pq) Whitehorse, Canada pq 224 55 22.5  60 42 40.5  711.1 871201
WIDE85 3 7214 f 40441S004 GREENBANK         Green Bank, West Virginia           Green Bank, WV        280 09 23.9  38 25 46.5  786.7 790808
#'''/''''1''''/''''2''''/''''3''''/''''4''''/''''5''''/''''6''''/''''7''''/''''8''''/''''9''''/''''0''''
YAKATAGA 7277 m 40416M001 YAKATAGA          Cape Yakataga, Alaska               Cape Yakataga, AK     217 30 48.8  60 04 53.3   22.2 790808
YAKATAGA 7277 m 40416M002 YAKATAGApq        Cape Yakataga, Alaska (pq)          Cape Yakataga, AK pq  217 30 48.7  60 04 53.3   22.1 871201
YARRA12M 7376 f 50107S012                   12m Yarragadee, Western Australia   Yarragadee, Australia
YEBES    7333 f 13420S001 YEBES             Yebes, Spain                        Yebes, Spain          356 54 38.1  40 31 27.0  980.8
YEBES40M 7386 f 13420S002                   40-m antenna at Yebes, Spain        Yebes, Spain          356 54 47.3  40 31 28.8  990.1
YELLOWKN 7285 m 40127M001 YELLOWKNIF        Yellowknife, NW Ter., Canada        Yellowknife, Canada   245 31 39.4  62 28 45.7  177.9
YLOW7296 7296 f 40127M004 YELLOWKNIF        Yellowknife, NW Ter., Canada        Yellowknife, Canada   245 31 14.5  62 28 50.1  179.9
YUMA     7894 m 40493M001 YUMA              Yuma, Arizona                       Yuma, AZ              245 47 48.7  32 56 20.9  239.4
#'''/''''1''''/''''2''''/''''3''''/''''4''''/''''5''''/''''6''''/''''7''''/''''8''''/''''9''''/''''0''''
ZELENCHK 7381 f 12351S001                   Zelenchukskaya, Russia
